name,stat,value,value_normalized
Karrablast,sp_defense,45,"11,9"
Escavalier,sp_defense,105,"40,48"
Foongus,sp_defense,55,"16,67"
Amoonguss,sp_defense,80,"28,57"
Frillish,sp_defense,85,"30,95"
Jellicent,sp_defense,105,"40,48"
Alomomola,sp_defense,45,"11,9"
Joltik,sp_defense,50,"14,29"
Galvantula,sp_defense,60,"19,05"
Ferroseed,sp_defense,86,"31,43"
Ferrothorn,sp_defense,116,"45,71"
Klink,sp_defense,60,"19,05"
Klang,sp_defense,85,"30,95"
Klinklang,sp_defense,85,"30,95"
Tynamo,sp_defense,40,"9,52"
Eelektrik,sp_defense,70,"23,81"
Eelektross,sp_defense,80,"28,57"
Elgyem,sp_defense,55,"16,67"
Beheeyem,sp_defense,95,"35,71"
Litwick,sp_defense,55,"16,67"
Lampent,sp_defense,60,"19,05"
Chandelure,sp_defense,90,"33,33"
Axew,sp_defense,40,"9,52"
Fraxure,sp_defense,50,"14,29"
Haxorus,sp_defense,70,"23,81"
Cubchoo,sp_defense,40,"9,52"
Beartic,sp_defense,80,"28,57"
Cryogonal,sp_defense,135,"54,76"
Shelmet,sp_defense,65,"21,43"
Accelgor,sp_defense,60,"19,05"
Stunfisk,sp_defense,99,"37,62"
Mienfoo,sp_defense,50,"14,29"
Mienshao,sp_defense,60,"19,05"
Druddigon,sp_defense,90,"33,33"
Golett,sp_defense,50,"14,29"
Golurk,sp_defense,80,"28,57"
Pawniard,sp_defense,40,"9,52"
Bisharp,sp_defense,70,"23,81"
Bouffalant,sp_defense,95,"35,71"
Rufflet,sp_defense,50,"14,29"
Braviary,sp_defense,75,"26,19"
Vullaby,sp_defense,65,"21,43"
Mandibuzz,sp_defense,95,"35,71"
Heatmor,sp_defense,66,"21,9"
Durant,sp_defense,48,"13,33"
Deino,sp_defense,50,"14,29"
Zweilous,sp_defense,70,"23,81"
Hydreigon,sp_defense,90,"33,33"
Larvesta,sp_defense,55,"16,67"
Volcarona,sp_defense,105,"40,48"
Cobalion,sp_defense,72,"24,76"
Terrakion,sp_defense,90,"33,33"
Virizion,sp_defense,129,"51,9"
Tornadus,sp_defense,90,"33,33"
Thundurus,sp_defense,80,"28,57"
Reshiram,sp_defense,120,"47,62"
Zekrom,sp_defense,100,"38,1"
Landorus,sp_defense,80,"28,57"
Kyurem,sp_defense,100,"38,1"
Keldeo,sp_defense,90,"33,33"
Meloetta,sp_defense,77,"27,14"
Genesect,sp_defense,95,"35,71"
Chespin,sp_defense,45,"11,9"
Quilladin,sp_defense,58,"18,1"
Chesnaught,sp_defense,75,"26,19"
Fennekin,sp_defense,60,"19,05"
Braixen,sp_defense,70,"23,81"
Delphox,sp_defense,100,"38,1"
Froakie,sp_defense,44,"11,43"
Frogadier,sp_defense,56,"17,14"
Greninja,sp_defense,71,"24,29"
Bunnelby,sp_defense,36,"7,62"
Diggersby,sp_defense,77,"27,14"
Fletchling,sp_defense,38,"8,57"
Fletchinder,sp_defense,52,"15,24"
Talonflame,sp_defense,69,"23,33"
Scatterbug,sp_defense,25,"2,38"
Spewpa,sp_defense,30,"4,76"
Vivillon,sp_defense,50,"14,29"
Litleo,sp_defense,54,"16,19"
Pyroar,sp_defense,66,"21,9"
Flabébé,sp_defense,79,"28,1"
Floette,sp_defense,128,"51,43"
Florges,sp_defense,154,"63,81"
Skiddo,sp_defense,57,"17,62"
Gogoat,sp_defense,81,"29,05"
Pancham,sp_defense,48,"13,33"
Pangoro,sp_defense,71,"24,29"
Furfrou,sp_defense,90,"33,33"
Espurr,sp_defense,60,"19,05"
Meowstic,sp_defense,81,"29,05"
Honedge,sp_defense,37,"8,1"
Doublade,sp_defense,49,"13,81"
Aegislash,sp_defense,50,"14,29"
Spritzee,sp_defense,65,"21,43"
Aromatisse,sp_defense,89,"32,86"
Swirlix,sp_defense,57,"17,62"
Slurpuff,sp_defense,75,"26,19"
Inkay,sp_defense,46,"12,38"
Malamar,sp_defense,75,"26,19"
Binacle,sp_defense,56,"17,14"
Barbaracle,sp_defense,86,"31,43"
Skrelp,sp_defense,60,"19,05"
Dragalge,sp_defense,123,"49,05"
Clauncher,sp_defense,63,"20,48"
Clawitzer,sp_defense,89,"32,86"
Helioptile,sp_defense,43,"10,95"
Heliolisk,sp_defense,94,"35,24"
Tyrunt,sp_defense,45,"11,9"
Tyrantrum,sp_defense,59,"18,57"
Amaura,sp_defense,63,"20,48"
Aurorus,sp_defense,92,"34,29"
Sylveon,sp_defense,130,"52,38"
Hawlucha,sp_defense,63,"20,48"
Dedenne,sp_defense,67,"22,38"
Carbink,sp_defense,150,"61,9"
Goomy,sp_defense,75,"26,19"
Sliggoo,sp_defense,113,"44,29"
Goodra,sp_defense,150,"61,9"
Klefki,sp_defense,87,"31,9"
Phantump,sp_defense,60,"19,05"
Trevenant,sp_defense,82,"29,52"
Pumpkaboo,sp_defense,55,"16,67"
Gourgeist,sp_defense,75,"26,19"
Bergmite,sp_defense,35,"7,14"
Avalugg,sp_defense,46,"12,38"
Noibat,sp_defense,40,"9,52"
Noivern,sp_defense,80,"28,57"
Xerneas,sp_defense,98,"37,14"
Yveltal,sp_defense,98,"37,14"
Zygarde,sp_defense,95,"35,71"
Diancie,sp_defense,110,"42,86"
Hoopa,sp_defense,130,"52,38"
Volcanion,sp_defense,90,"33,33"
Rowlet,sp_defense,50,"14,29"
Dartrix,sp_defense,70,"23,81"
Decidueye,sp_defense,100,"38,1"
Litten,sp_defense,40,"9,52"
Torracat,sp_defense,50,"14,29"
Incineroar,sp_defense,90,"33,33"
Popplio,sp_defense,56,"17,14"
Brionne,sp_defense,81,"29,05"
Primarina,sp_defense,116,"45,71"
Pikipek,sp_defense,30,"4,76"
Trumbeak,sp_defense,50,"14,29"
Toucannon,sp_defense,75,"26,19"
Yungoos,sp_defense,30,"4,76"
Gumshoos,sp_defense,60,"19,05"
Grubbin,sp_defense,45,"11,9"
Charjabug,sp_defense,75,"26,19"
Vikavolt,sp_defense,75,"26,19"
Crabrawler,sp_defense,47,"12,86"
Crabominable,sp_defense,67,"22,38"
Oricorio,sp_defense,70,"23,81"
Cutiefly,sp_defense,40,"9,52"
Ribombee,sp_defense,70,"23,81"
Rockruff,sp_defense,40,"9,52"
Lycanroc,sp_defense,75,"26,19"
Wishiwashi,sp_defense,135,"54,76"
Mareanie,sp_defense,52,"15,24"
Toxapex,sp_defense,142,"58,1"
Mudbray,sp_defense,55,"16,67"
Mudsdale,sp_defense,85,"30,95"
Dewpider,sp_defense,72,"24,76"
Araquanid,sp_defense,132,"53,33"
Fomantis,sp_defense,35,"7,14"
Lurantis,sp_defense,90,"33,33"
Morelull,sp_defense,75,"26,19"
Shiinotic,sp_defense,100,"38,1"
Salandit,sp_defense,40,"9,52"
Salazzle,sp_defense,60,"19,05"
Stufful,sp_defense,50,"14,29"
Bewear,sp_defense,60,"19,05"
Bounsweet,sp_defense,38,"8,57"
Steenee,sp_defense,48,"13,33"
Tsareena,sp_defense,98,"37,14"
Comfey,sp_defense,110,"42,86"
Oranguru,sp_defense,110,"42,86"
Passimian,sp_defense,60,"19,05"
Wimpod,sp_defense,30,"4,76"
Golisopod,sp_defense,90,"33,33"
Sandygast,sp_defense,45,"11,9"
Palossand,sp_defense,75,"26,19"
Pyukumuku,sp_defense,130,"52,38"
Type: Null,sp_defense,95,"35,71"
Silvally,sp_defense,95,"35,71"
Minior,sp_defense,60,"19,05"
Komala,sp_defense,95,"35,71"
Turtonator,sp_defense,85,"30,95"
Togedemaru,sp_defense,73,"25,24"
Mimikyu,sp_defense,105,"40,48"
Bruxish,sp_defense,70,"23,81"
Drampa,sp_defense,91,"33,81"
Dhelmise,sp_defense,90,"33,33"
Jangmo-o,sp_defense,45,"11,9"
Hakamo-o,sp_defense,70,"23,81"
Kommo-o,sp_defense,105,"40,48"
Tapu Koko,sp_defense,75,"26,19"
Tapu Lele,sp_defense,115,"45,24"
Tapu Bulu,sp_defense,95,"35,71"
Tapu Fini,sp_defense,130,"52,38"
Cosmog,sp_defense,31,"5,24"
Cosmoem,sp_defense,131,"52,86"
Solgaleo,sp_defense,89,"32,86"
Lunala,sp_defense,107,"41,43"
Nihilego,sp_defense,131,"52,86"
Buzzwole,sp_defense,53,"15,71"
Pheromosa,sp_defense,37,"8,1"
Xurkitree,sp_defense,71,"24,29"
Celesteela,sp_defense,101,"38,57"
Kartana,sp_defense,31,"5,24"
Guzzlord,sp_defense,53,"15,71"
Necrozma,sp_defense,89,"32,86"
Magearna,sp_defense,115,"45,24"
Bulbasaur,speed,45,"22,86"
Bulbasaur,speed,45,"22,86"
Ivysaur,speed,60,"31,43"
Ivysaur,speed,60,"31,43"
Venusaur,speed,80,"42,86"
Venusaur,speed,80,"42,86"
Charmander,speed,65,"34,29"
Charmander,speed,65,"34,29"
Charmeleon,speed,80,"42,86"
Charmeleon,speed,80,"42,86"
Charizard,speed,100,"54,29"
Charizard,speed,100,"54,29"
Squirtle,speed,43,"21,71"
Squirtle,speed,43,"21,71"
Wartortle,speed,58,"30,29"
Wartortle,speed,58,"30,29"
Blastoise,speed,78,"41,71"
Blastoise,speed,78,"41,71"
Caterpie,speed,45,"22,86"
Caterpie,speed,45,"22,86"
Metapod,speed,30,"14,29"
Metapod,speed,30,"14,29"
Butterfree,speed,70,"37,14"
Butterfree,speed,70,"37,14"
Weedle,speed,50,"25,71"
Weedle,speed,50,"25,71"
Kakuna,speed,35,"17,14"
Kakuna,speed,35,"17,14"
Beedrill,speed,145,"80,0"
Beedrill,speed,145,"80,0"
Pidgey,speed,56,"29,14"
Pidgey,speed,56,"29,14"
Pidgeotto,speed,71,"37,71"
Pidgeotto,speed,71,"37,71"
Pidgeot,speed,121,"66,29"
Pidgeot,speed,121,"66,29"
Rattata,speed,72,"38,29"
Rattata,speed,72,"38,29"
Raticate,speed,77,"41,14"
Raticate,speed,77,"41,14"
Spearow,speed,70,"37,14"
Spearow,speed,70,"37,14"
Fearow,speed,100,"54,29"
Fearow,speed,100,"54,29"
Ekans,speed,55,"28,57"
Ekans,speed,55,"28,57"
Arbok,speed,80,"42,86"
Arbok,speed,80,"42,86"
Pikachu,speed,90,"48,57"
Pikachu,speed,90,"48,57"
Raichu,speed,110,"60,0"
Raichu,speed,110,"60,0"
Sandshrew,speed,40,"20,0"
Sandshrew,speed,40,"20,0"
Sandslash,speed,65,"34,29"
Sandslash,speed,65,"34,29"
Nidoran♀,speed,41,"20,57"
Nidoran♀,speed,41,"20,57"
Nidorina,speed,56,"29,14"
Nidorina,speed,56,"29,14"
Nidoqueen,speed,76,"40,57"
Nidoqueen,speed,76,"40,57"
Nidoran♂,speed,50,"25,71"
Nidoran♂,speed,50,"25,71"
Nidorino,speed,65,"34,29"
Nidorino,speed,65,"34,29"
Nidoking,speed,85,"45,71"
Nidoking,speed,85,"45,71"
Clefairy,speed,35,"17,14"
Clefairy,speed,35,"17,14"
Clefable,speed,60,"31,43"
Clefable,speed,60,"31,43"
Vulpix,speed,65,"34,29"
Vulpix,speed,65,"34,29"
Ninetales,speed,109,"59,43"
Ninetales,speed,109,"59,43"
Jigglypuff,speed,20,"8,57"
Jigglypuff,speed,20,"8,57"
Wigglytuff,speed,45,"22,86"
Wigglytuff,speed,45,"22,86"
Zubat,speed,55,"28,57"
Zubat,speed,55,"28,57"
Golbat,speed,90,"48,57"
Golbat,speed,90,"48,57"
Oddish,speed,30,"14,29"
Oddish,speed,30,"14,29"
Gloom,speed,40,"20,0"
Gloom,speed,40,"20,0"
Vileplume,speed,50,"25,71"
Vileplume,speed,50,"25,71"
Paras,speed,25,"11,43"
Paras,speed,25,"11,43"
Parasect,speed,30,"14,29"
Parasect,speed,30,"14,29"
Venonat,speed,45,"22,86"
Venonat,speed,45,"22,86"
Venomoth,speed,90,"48,57"
Venomoth,speed,90,"48,57"
Diglett,speed,90,"48,57"
Diglett,speed,90,"48,57"
Dugtrio,speed,110,"60,0"
Dugtrio,speed,110,"60,0"
Meowth,speed,90,"48,57"
Meowth,speed,90,"48,57"
Persian,speed,115,"62,86"
Persian,speed,115,"62,86"
Psyduck,speed,55,"28,57"
Psyduck,speed,55,"28,57"
Golduck,speed,85,"45,71"
Golduck,speed,85,"45,71"
Mankey,speed,70,"37,14"
Mankey,speed,70,"37,14"
Primeape,speed,95,"51,43"
Primeape,speed,95,"51,43"
Growlithe,speed,60,"31,43"
Growlithe,speed,60,"31,43"
Arcanine,speed,95,"51,43"
Arcanine,speed,95,"51,43"
Poliwag,speed,90,"48,57"
Poliwag,speed,90,"48,57"
Poliwhirl,speed,90,"48,57"
Poliwhirl,speed,90,"48,57"
Poliwrath,speed,70,"37,14"
Poliwrath,speed,70,"37,14"
Abra,speed,90,"48,57"
Abra,speed,90,"48,57"
Kadabra,speed,105,"57,14"
Kadabra,speed,105,"57,14"
Alakazam,speed,150,"82,86"
Alakazam,speed,150,"82,86"
Machop,speed,35,"17,14"
Machop,speed,35,"17,14"
Machoke,speed,45,"22,86"
Machoke,speed,45,"22,86"
Machamp,speed,55,"28,57"
Machamp,speed,55,"28,57"
Bellsprout,speed,40,"20,0"
Bellsprout,speed,40,"20,0"
Weepinbell,speed,55,"28,57"
Weepinbell,speed,55,"28,57"
Victreebel,speed,70,"37,14"
Victreebel,speed,70,"37,14"
Tentacool,speed,70,"37,14"
Tentacool,speed,70,"37,14"
Tentacruel,speed,100,"54,29"
Tentacruel,speed,100,"54,29"
Geodude,speed,20,"8,57"
Geodude,speed,20,"8,57"
Graveler,speed,35,"17,14"
Graveler,speed,35,"17,14"
Golem,speed,45,"22,86"
Golem,speed,45,"22,86"
Ponyta,speed,90,"48,57"
Ponyta,speed,90,"48,57"
Rapidash,speed,105,"57,14"
Rapidash,speed,105,"57,14"
Slowpoke,speed,15,"5,71"
Slowpoke,speed,15,"5,71"
Slowbro,speed,30,"14,29"
Slowbro,speed,30,"14,29"
Magnemite,speed,45,"22,86"
Magnemite,speed,45,"22,86"
Magneton,speed,70,"37,14"
Magneton,speed,70,"37,14"
Farfetch'd,speed,60,"31,43"
Farfetch'd,speed,60,"31,43"
Doduo,speed,75,"40,0"
Doduo,speed,75,"40,0"
Dodrio,speed,110,"60,0"
Dodrio,speed,110,"60,0"
Seel,speed,45,"22,86"
Seel,speed,45,"22,86"
Dewgong,speed,70,"37,14"
Dewgong,speed,70,"37,14"
Grimer,speed,25,"11,43"
Grimer,speed,25,"11,43"
Muk,speed,50,"25,71"
Muk,speed,50,"25,71"
Shellder,speed,40,"20,0"
Shellder,speed,40,"20,0"
Cloyster,speed,70,"37,14"
Cloyster,speed,70,"37,14"
Gastly,speed,80,"42,86"
Gastly,speed,80,"42,86"
Haunter,speed,95,"51,43"
Haunter,speed,95,"51,43"
Gengar,speed,130,"71,43"
Gengar,speed,130,"71,43"
Onix,speed,70,"37,14"
Onix,speed,70,"37,14"
Drowzee,speed,42,"21,14"
Drowzee,speed,42,"21,14"
Hypno,speed,67,"35,43"
Hypno,speed,67,"35,43"
Krabby,speed,50,"25,71"
Krabby,speed,50,"25,71"
Kingler,speed,75,"40,0"
Kingler,speed,75,"40,0"
Voltorb,speed,100,"54,29"
Voltorb,speed,100,"54,29"
Electrode,speed,150,"82,86"
Electrode,speed,150,"82,86"
Exeggcute,speed,40,"20,0"
Exeggcute,speed,40,"20,0"
Exeggutor,speed,45,"22,86"
Exeggutor,speed,45,"22,86"
Cubone,speed,35,"17,14"
Cubone,speed,35,"17,14"
Marowak,speed,45,"22,86"
Marowak,speed,45,"22,86"
Hitmonlee,speed,87,"46,86"
Hitmonlee,speed,87,"46,86"
Hitmonchan,speed,76,"40,57"
Hitmonchan,speed,76,"40,57"
Lickitung,speed,30,"14,29"
Lickitung,speed,30,"14,29"
Koffing,speed,35,"17,14"
Koffing,speed,35,"17,14"
Weezing,speed,60,"31,43"
Weezing,speed,60,"31,43"
Rhyhorn,speed,25,"11,43"
Rhyhorn,speed,25,"11,43"
Rhydon,speed,40,"20,0"
Rhydon,speed,40,"20,0"
Chansey,speed,50,"25,71"
Chansey,speed,50,"25,71"
Tangela,speed,60,"31,43"
Tangela,speed,60,"31,43"
Kangaskhan,speed,100,"54,29"
Kangaskhan,speed,100,"54,29"
Horsea,speed,60,"31,43"
Horsea,speed,60,"31,43"
Seadra,speed,85,"45,71"
Seadra,speed,85,"45,71"
Goldeen,speed,63,"33,14"
Goldeen,speed,63,"33,14"
Seaking,speed,68,"36,0"
Seaking,speed,68,"36,0"
Staryu,speed,85,"45,71"
Staryu,speed,85,"45,71"
Starmie,speed,115,"62,86"
Starmie,speed,115,"62,86"
Mr. Mime,speed,90,"48,57"
Mr. Mime,speed,90,"48,57"
Scyther,speed,105,"57,14"
Scyther,speed,105,"57,14"
Jynx,speed,95,"51,43"
Jynx,speed,95,"51,43"
Electabuzz,speed,105,"57,14"
Electabuzz,speed,105,"57,14"
Magmar,speed,93,"50,29"
Magmar,speed,93,"50,29"
Pinsir,speed,105,"57,14"
Pinsir,speed,105,"57,14"
Tauros,speed,110,"60,0"
Tauros,speed,110,"60,0"
Magikarp,speed,80,"42,86"
Magikarp,speed,80,"42,86"
Gyarados,speed,81,"43,43"
Gyarados,speed,81,"43,43"
Lapras,speed,60,"31,43"
Lapras,speed,60,"31,43"
Ditto,speed,48,"24,57"
Ditto,speed,48,"24,57"
Eevee,speed,55,"28,57"
Eevee,speed,55,"28,57"
Vaporeon,speed,65,"34,29"
Vaporeon,speed,65,"34,29"
Jolteon,speed,130,"71,43"
Jolteon,speed,130,"71,43"
Flareon,speed,65,"34,29"
Flareon,speed,65,"34,29"
Porygon,speed,40,"20,0"
Porygon,speed,40,"20,0"
Omanyte,speed,35,"17,14"
Omanyte,speed,35,"17,14"
Omastar,speed,55,"28,57"
Omastar,speed,55,"28,57"
Kabuto,speed,55,"28,57"
Kabuto,speed,55,"28,57"
Kabutops,speed,80,"42,86"
Kabutops,speed,80,"42,86"
Aerodactyl,speed,150,"82,86"
Aerodactyl,speed,150,"82,86"
Snorlax,speed,30,"14,29"
Snorlax,speed,30,"14,29"
Articuno,speed,85,"45,71"
Articuno,speed,85,"45,71"
Zapdos,speed,100,"54,29"
Zapdos,speed,100,"54,29"
Moltres,speed,90,"48,57"
Moltres,speed,90,"48,57"
Dratini,speed,50,"25,71"
Dratini,speed,50,"25,71"
Dragonair,speed,70,"37,14"
Dragonair,speed,70,"37,14"
Dragonite,speed,80,"42,86"
Dragonite,speed,80,"42,86"
Mewtwo,speed,140,"77,14"
Mewtwo,speed,140,"77,14"
Mew,speed,100,"54,29"
Mew,speed,100,"54,29"
Chikorita,speed,45,"22,86"
Chikorita,speed,45,"22,86"
Bayleef,speed,60,"31,43"
Bayleef,speed,60,"31,43"
Meganium,speed,80,"42,86"
Meganium,speed,80,"42,86"
Cyndaquil,speed,65,"34,29"
Cyndaquil,speed,65,"34,29"
Quilava,speed,80,"42,86"
Quilava,speed,80,"42,86"
Typhlosion,speed,100,"54,29"
Typhlosion,speed,100,"54,29"
Totodile,speed,43,"21,71"
Totodile,speed,43,"21,71"
Croconaw,speed,58,"30,29"
Croconaw,speed,58,"30,29"
Feraligatr,speed,78,"41,71"
Feraligatr,speed,78,"41,71"
Sentret,speed,20,"8,57"
Sentret,speed,20,"8,57"
Furret,speed,90,"48,57"
Furret,speed,90,"48,57"
Hoothoot,speed,50,"25,71"
Hoothoot,speed,50,"25,71"
Noctowl,speed,70,"37,14"
Noctowl,speed,70,"37,14"
Ledyba,speed,55,"28,57"
Ledyba,speed,55,"28,57"
Ledian,speed,85,"45,71"
Ledian,speed,85,"45,71"
Spinarak,speed,30,"14,29"
Spinarak,speed,30,"14,29"
Ariados,speed,40,"20,0"
Ariados,speed,40,"20,0"
Crobat,speed,130,"71,43"
Crobat,speed,130,"71,43"
Chinchou,speed,67,"35,43"
Chinchou,speed,67,"35,43"
Lanturn,speed,67,"35,43"
Lanturn,speed,67,"35,43"
Pichu,speed,60,"31,43"
Pichu,speed,60,"31,43"
Cleffa,speed,15,"5,71"
Cleffa,speed,15,"5,71"
Igglybuff,speed,15,"5,71"
Igglybuff,speed,15,"5,71"
Togepi,speed,20,"8,57"
Togepi,speed,20,"8,57"
Togetic,speed,40,"20,0"
Togetic,speed,40,"20,0"
Natu,speed,70,"37,14"
Natu,speed,70,"37,14"
Xatu,speed,95,"51,43"
Xatu,speed,95,"51,43"
Mareep,speed,35,"17,14"
Mareep,speed,35,"17,14"
Flaaffy,speed,45,"22,86"
Flaaffy,speed,45,"22,86"
Ampharos,speed,45,"22,86"
Ampharos,speed,45,"22,86"
Bellossom,speed,50,"25,71"
Bellossom,speed,50,"25,71"
Marill,speed,40,"20,0"
Marill,speed,40,"20,0"
Azumarill,speed,50,"25,71"
Azumarill,speed,50,"25,71"
Sudowoodo,speed,30,"14,29"
Sudowoodo,speed,30,"14,29"
Politoed,speed,70,"37,14"
Politoed,speed,70,"37,14"
Hoppip,speed,50,"25,71"
Hoppip,speed,50,"25,71"
Skiploom,speed,80,"42,86"
Skiploom,speed,80,"42,86"
Jumpluff,speed,110,"60,0"
Jumpluff,speed,110,"60,0"
Aipom,speed,85,"45,71"
Aipom,speed,85,"45,71"
Sunkern,speed,30,"14,29"
Sunkern,speed,30,"14,29"
Sunflora,speed,30,"14,29"
Sunflora,speed,30,"14,29"
Yanma,speed,95,"51,43"
Yanma,speed,95,"51,43"
Wooper,speed,15,"5,71"
Wooper,speed,15,"5,71"
Quagsire,speed,35,"17,14"
Quagsire,speed,35,"17,14"
Espeon,speed,110,"60,0"
Espeon,speed,110,"60,0"
Umbreon,speed,65,"34,29"
Umbreon,speed,65,"34,29"
Murkrow,speed,91,"49,14"
Murkrow,speed,91,"49,14"
Slowking,speed,30,"14,29"
Slowking,speed,30,"14,29"
Misdreavus,speed,85,"45,71"
Misdreavus,speed,85,"45,71"
Unown,speed,48,"24,57"
Unown,speed,48,"24,57"
Wobbuffet,speed,33,"16,0"
Wobbuffet,speed,33,"16,0"
Girafarig,speed,85,"45,71"
Girafarig,speed,85,"45,71"
Pineco,speed,15,"5,71"
Pineco,speed,15,"5,71"
Forretress,speed,40,"20,0"
Forretress,speed,40,"20,0"
Dunsparce,speed,45,"22,86"
Dunsparce,speed,45,"22,86"
Gligar,speed,85,"45,71"
Gligar,speed,85,"45,71"
Steelix,speed,30,"14,29"
Steelix,speed,30,"14,29"
Snubbull,speed,30,"14,29"
Snubbull,speed,30,"14,29"
Granbull,speed,45,"22,86"
Granbull,speed,45,"22,86"
Qwilfish,speed,85,"45,71"
Qwilfish,speed,85,"45,71"
Scizor,speed,75,"40,0"
Scizor,speed,75,"40,0"
Shuckle,speed,5,"0,0"
Shuckle,speed,5,"0,0"
Heracross,speed,75,"40,0"
Heracross,speed,75,"40,0"
Sneasel,speed,115,"62,86"
Sneasel,speed,115,"62,86"
Teddiursa,speed,40,"20,0"
Teddiursa,speed,40,"20,0"
Ursaring,speed,55,"28,57"
Ursaring,speed,55,"28,57"
Slugma,speed,20,"8,57"
Slugma,speed,20,"8,57"
Magcargo,speed,30,"14,29"
Magcargo,speed,30,"14,29"
Swinub,speed,50,"25,71"
Swinub,speed,50,"25,71"
Piloswine,speed,50,"25,71"
Piloswine,speed,50,"25,71"
Corsola,speed,35,"17,14"
Corsola,speed,35,"17,14"
Remoraid,speed,65,"34,29"
Remoraid,speed,65,"34,29"
Octillery,speed,45,"22,86"
Octillery,speed,45,"22,86"
Delibird,speed,75,"40,0"
Delibird,speed,75,"40,0"
Mantine,speed,70,"37,14"
Mantine,speed,70,"37,14"
Skarmory,speed,70,"37,14"
Skarmory,speed,70,"37,14"
Houndour,speed,65,"34,29"
Houndour,speed,65,"34,29"
Houndoom,speed,115,"62,86"
Houndoom,speed,115,"62,86"
Kingdra,speed,85,"45,71"
Kingdra,speed,85,"45,71"
Phanpy,speed,40,"20,0"
Phanpy,speed,40,"20,0"
Donphan,speed,50,"25,71"
Donphan,speed,50,"25,71"
Porygon2,speed,60,"31,43"
Porygon2,speed,60,"31,43"
Stantler,speed,85,"45,71"
Stantler,speed,85,"45,71"
Smeargle,speed,75,"40,0"
Smeargle,speed,75,"40,0"
Tyrogue,speed,35,"17,14"
Tyrogue,speed,35,"17,14"
Hitmontop,speed,70,"37,14"
Hitmontop,speed,70,"37,14"
Smoochum,speed,65,"34,29"
Smoochum,speed,65,"34,29"
Elekid,speed,95,"51,43"
Elekid,speed,95,"51,43"
Magby,speed,83,"44,57"
Magby,speed,83,"44,57"
Miltank,speed,100,"54,29"
Miltank,speed,100,"54,29"
Blissey,speed,55,"28,57"
Blissey,speed,55,"28,57"
Raikou,speed,115,"62,86"
Raikou,speed,115,"62,86"
Entei,speed,100,"54,29"
Entei,speed,100,"54,29"
Suicune,speed,85,"45,71"
Suicune,speed,85,"45,71"
Larvitar,speed,41,"20,57"
Larvitar,speed,41,"20,57"
Pupitar,speed,51,"26,29"
Pupitar,speed,51,"26,29"
Tyranitar,speed,71,"37,71"
Tyranitar,speed,71,"37,71"
Lugia,speed,110,"60,0"
Lugia,speed,110,"60,0"
Ho-Oh,speed,90,"48,57"
Ho-Oh,speed,90,"48,57"
Celebi,speed,100,"54,29"
Celebi,speed,100,"54,29"
Treecko,speed,70,"37,14"
Treecko,speed,70,"37,14"
Grovyle,speed,95,"51,43"
Grovyle,speed,95,"51,43"
Sceptile,speed,145,"80,0"
Sceptile,speed,145,"80,0"
Torchic,speed,45,"22,86"
Torchic,speed,45,"22,86"
Combusken,speed,55,"28,57"
Combusken,speed,55,"28,57"
Blaziken,speed,100,"54,29"
Blaziken,speed,100,"54,29"
Mudkip,speed,40,"20,0"
Mudkip,speed,40,"20,0"
Marshtomp,speed,50,"25,71"
Marshtomp,speed,50,"25,71"
Swampert,speed,70,"37,14"
Swampert,speed,70,"37,14"
Poochyena,speed,35,"17,14"
Poochyena,speed,35,"17,14"
Mightyena,speed,70,"37,14"
Mightyena,speed,70,"37,14"
Zigzagoon,speed,60,"31,43"
Zigzagoon,speed,60,"31,43"
Linoone,speed,100,"54,29"
Linoone,speed,100,"54,29"
Wurmple,speed,20,"8,57"
Wurmple,speed,20,"8,57"
Silcoon,speed,15,"5,71"
Silcoon,speed,15,"5,71"
Beautifly,speed,65,"34,29"
Beautifly,speed,65,"34,29"
Cascoon,speed,15,"5,71"
Cascoon,speed,15,"5,71"
Dustox,speed,65,"34,29"
Dustox,speed,65,"34,29"
Lotad,speed,30,"14,29"
Lotad,speed,30,"14,29"
Lombre,speed,50,"25,71"
Lombre,speed,50,"25,71"
Ludicolo,speed,70,"37,14"
Ludicolo,speed,70,"37,14"
Seedot,speed,30,"14,29"
Seedot,speed,30,"14,29"
Nuzleaf,speed,60,"31,43"
Nuzleaf,speed,60,"31,43"
Shiftry,speed,80,"42,86"
Shiftry,speed,80,"42,86"
Taillow,speed,85,"45,71"
Taillow,speed,85,"45,71"
Swellow,speed,125,"68,57"
Swellow,speed,125,"68,57"
Wingull,speed,85,"45,71"
Wingull,speed,85,"45,71"
Pelipper,speed,65,"34,29"
Pelipper,speed,65,"34,29"
Ralts,speed,40,"20,0"
Ralts,speed,40,"20,0"
Kirlia,speed,50,"25,71"
Kirlia,speed,50,"25,71"
Gardevoir,speed,100,"54,29"
Gardevoir,speed,100,"54,29"
Surskit,speed,65,"34,29"
Surskit,speed,65,"34,29"
Masquerain,speed,80,"42,86"
Masquerain,speed,80,"42,86"
Shroomish,speed,35,"17,14"
Shroomish,speed,35,"17,14"
Breloom,speed,70,"37,14"
Breloom,speed,70,"37,14"
Slakoth,speed,30,"14,29"
Slakoth,speed,30,"14,29"
Vigoroth,speed,90,"48,57"
Vigoroth,speed,90,"48,57"
Slaking,speed,100,"54,29"
Slaking,speed,100,"54,29"
Nincada,speed,40,"20,0"
Nincada,speed,40,"20,0"
